,movieId,title,variance,predictedVariance,reviewCount,reviewMean,(no genres listed),Action,Adventure,Children,Comedy,Crime,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
46,136722,The Mummy Resurrected (2014),2.3184171597633143,1.1884578592220714,26,2.6346153846153846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,1424,Inside (1996),2.31758034026465,1.083351510393837,23,2.8260869565217392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3589,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die) (1966)",2.3112244897959187,1.1514336384886117,28,2.7142857142857144,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,139759,Lavalantula (2015),2.31,1.3149743371696725,20,2.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,66659,Tyler Perry's Madea Goes to Jail (2009),2.306156286043829,1.1252388627451002,102,2.485294117647059,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51,8858,"Apple, The (1980)",2.2971428571428567,1.2544171420724932,35,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52,140349,Gabriel Iglesias: I'm Not Fat... I'm Fluffy (2009),2.2847222222222223,1.0429070903686668,30,3.083333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,106300,"Day The Earth Froze, The (Sampo) (1959)",2.272500000000001,1.0978387773187668,30,2.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,857,Crows and Sparrows (Wuya yu maque) (1949),2.272081611570248,0.998244405218242,44,3.1704545454545454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,1555,"To Have, or Not (En avoir (ou pas)) (1995)",2.269750071818444,0.9541450709993695,59,3.364406779661017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,89281,Birdemic: Shock and Terror (2010),2.2549606123662302,1.3195850108545395,116,1.5387931034482758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,159970,Never Back Down: No Surrender (2016),2.247448979591837,1.1162860732217892,28,2.642857142857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1383,Adrenalin: Fear the Rush (1996),2.2399408284023665,1.2551523055171752,130,2.1923076923076925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,100058,Patrice O'Neal: Elephant in the Room (2011),2.2391493055555562,1.0571178490121862,24,3.020833333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,120311,Drishyam (2013),2.2382271468144044,0.8620325090557958,38,3.842105263157895,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61,871,Lover's Knot (1996),2.2340051775147924,1.0290607101519043,52,3.1442307692307687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,85295,Scooby-Doo! Curse of the Lake Monster (2010),2.2310091334372912,1.3071918731550878,67,2.194029850746269,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,2603,Nô (1998),2.228888888888889,1.0521591622536555,30,2.933333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,168712,Fifty Shades Darker (2017),2.2253361038592008,1.1678185397379646,411,2.4817518248175183,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
65,160301,Udta Punjab (2016),2.219702216066481,0.9835457790327229,38,2.7236842105263164,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
66,62912,High School Musical 3: Senior Year (2008),2.21306194936797,1.2015640270966679,611,2.5106382978723403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,201316,The Souvenir (2019),2.211908284023669,1.0104331518005925,26,3.0961538461538463,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
68,132468,Ship of Theseus (2013),2.2051039697542536,0.9579150585540246,23,3.347826086956522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,72764,Transylmania (2009),2.2013888888888893,1.3299309951813048,24,2.083333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70,168408,Boo! A Madea Halloween (2016),2.1966091612135634,1.2934220542760024,41,2.2439024390243905,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
71,1400,Somebody is Waiting (1996),2.188888888888889,0.9991056633178493,30,3.1666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,2934,"Amor brujo, El (Love Bewitched, A) (1986)",2.18609375,1.0162005290187872,40,3.2875,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
73,51372,"""Great Performances"" Cats (1998)",2.1834524515464566,1.1137961655588962,179,2.8966480446927374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,108579,Samurai Cop (1989),2.182979378270237,1.0183189945771587,57,2.798245614035088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,4172,Simon Magus (1999),2.178004535147392,1.0865480289173042,21,2.9761904761904763,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
76,6026,"Deathmaker, The (Totmacher, Der) (1995)",2.176649305555556,0.8831329789256497,24,3.4791666666666665,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77,172799,"Mary Poppins, Goodbye (1983)",2.1737773152965656,1.1164207197200096,31,3.290322580645161,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,183589,Fifty Shades Freed (2018),2.1713032846274607,1.195526498437465,182,2.35989010989011,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
79,170789,Diary of a Wimpy Kid: The Long Haul (2017),2.1700680272108843,1.230924728766777,21,2.642857142857143,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,39408,Left Behind: World at War (2005),2.1678222222222225,1.2537624582097189,75,2.046666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),2.16625,1.2028953983595425,80,2.45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
82,144688,I (2015),2.1650000000000005,1.057003755708191,20,2.9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
83,3995,Boys Life 3 (2000),2.153983353151011,1.0291606011386263,29,3.034482758620689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,136443,Gabriel Iglesias: Hot and Fluffy (2007),2.144659895352416,0.9880585482357843,57,3.3245614035087723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,119222,Behaving Badly (2014),2.1438137755102042,1.1552397539317258,28,2.5892857142857144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,194871,Possum (2018),2.137755102040816,1.1227351269529766,28,2.571428571428572,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
87,26546,Mr. Vampire (Geung si sin sang) (1985),2.136363636363636,1.1703450842472605,22,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
88,160555,Raman Raghav 2.0 (2016),2.1288888888888886,0.8688134886273099,30,3.2666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
89,119454,Tyler Perry's Madea's Big Happy Family (2011),2.127824019024971,1.096250278946104,29,2.810344827586207,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
90,1309,Parallel Sons (1995),2.119166666666667,1.0158775232341148,30,3.15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
91,127182,Aloft (2014),2.1168639053254434,1.1069616776378948,26,2.6923076923076925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,55566,Tyler Perry's Why Did I Get Married? (2007),2.11605909235838,1.0836005314724557,97,2.865979381443299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,878,Bye-Bye (1995),2.1159122085048017,1.0833175663905574,27,2.7962962962962963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",2.115669945265969,1.1992803602313356,1573,2.5225683407501593,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
95,1166,Farmer & Chase (1997),2.1107266435986154,0.9816057785730924,34,3.3529411764705883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,119224,Tyler Perry's A Madea Christmas (2013),2.110301768990635,1.104470072599753,31,2.7741935483870965,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,822,Hedd Wyn (1992),2.1101928374655645,0.9835211446561846,33,3.136363636363636,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
98,120815,Patton Oswalt: Werewolves and Lollipops (2007),2.1099541857559347,0.9180070892297061,49,3.6326530612244903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,195485,Time Freak (2018),2.1096,1.0762775827006248,25,3.02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
100,62726,Tyler Perry's The Family That Preys (2008),2.107851473922903,0.9909852298072666,42,3.202380952380953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,141668,War Room (2015),2.105066666666667,0.9324098360842644,75,3.46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,127311,The Forbidden Room (2015),2.10484375,0.971684717885858,40,3.3375,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
103,816,Two Deaths (1995),2.1046419361237856,0.9825598034887748,71,3.2394366197183104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,164729,Teen Beach 2 (2015),2.0972222222222223,1.0997501249427448,24,2.833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,5832,Left Behind II: Tribulation Force (2002),2.0898454221165284,1.2040019350699283,145,2.2655172413793103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,658,Billy's Holiday (1995),2.0851063829787235,1.081570018778977,47,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
107,89347,"Dark Side of the Heart, The (Lado oscuro del corazón, El) (1992)",2.0754437869822486,0.9611693142274278,26,3.4615384615384617,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
108,91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",2.0750448237136427,1.2434820239504567,1903,2.3281660535995794,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
109,135512,Three Wishes for Cinderella (1973),2.0657414170927693,1.0987038200282124,37,3.3513513513513518,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
110,1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),2.063033997864008,1.0699867450734848,106,3.1556603773584904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,171611,Baahubali 2: The Conclusion (2017),2.0621301775147933,0.9390398562167606,65,3.2692307692307687,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,132616,The Walking Deceased (2015),2.056710775047258,1.2427808668925808,23,2.3260869565217392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
113,150268,Dilwale (2015),2.0562130177514795,1.2120787403811266,26,2.5384615384615383,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
114,1877,Little Men (1998),2.0530016224986483,1.1268923301898075,43,2.6046511627906983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,135643,The Disappointments Room (2015),2.0510204081632653,1.3754378557822144,49,2.357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,134236,Iqbal (2005),2.047707100591716,0.9189424094313291,26,3.5192307692307687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,3123,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),2.046938775510204,1.2405043057928427,35,2.2142857142857144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,113889,Angry Video Game Nerd: The Movie (2014),2.0447222222222217,1.1686149466792788,30,2.6166666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
119,136200,The Terminators (2009),2.041587901701323,1.1212715998047003,23,3.0434782608695654,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
120,171751,Munna bhai M.B.B.S. (2003),2.0364229024943308,0.9183937765397338,42,3.6309523809523814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,889,1-900 (06) (1994),2.036024821640904,0.9627586874769593,116,3.3836206896551726,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
122,106,Nobody Loves Me (Keiner liebt mich) (1994),2.034155328798186,0.952975963558239,126,3.4404761904761907,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123,132344,Holiday in the Sun (2001),2.0329861111111107,1.2249694737653365,36,2.625,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,116489,Out in the Dark (2012),2.0325443786982245,0.9537874393147374,26,3.4230769230769234,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
125,101243,Klip (Clip) (2012),2.032139577594123,1.1085488947518545,33,2.7424242424242418,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
126,26459,"Scarlet Pimpernel, The (1982)",2.030176899063475,0.8757013123951398,31,3.758064516129033,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
127,132012,Lemonade Mouth (2011),2.027681660899654,1.0600318623514058,51,3.3235294117647056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,167770,Christmas Time In South Park (2000),2.0275482093663912,1.1569243722247196,33,3.3181818181818183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1165,"Bloody Child, The (1996)",2.0275482093663912,1.0069785470908075,33,2.8181818181818183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
130,164725,The Cheetah Girls 2 (2006),2.026167820069204,1.2312737156916498,34,2.6029411764705883,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
131,79251,"Serbian Film, A (Srpski film) (2010)",2.019150900834426,1.098913487009412,487,2.7145790554414786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
132,121241,Sweeney Todd: The Demon Barber of Fleet Street (1982),2.018430439952438,0.9757739011610932,29,3.4137931034482767,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
133,114873,Stereo (1969),2.014739229024943,1.1654564398028993,21,2.595238095238096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,1692,Alien Escape (1995),2.0098039215686274,1.2467626956807787,102,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
135,5793,Time Changer (2002),2.0071343638525567,1.135261835369171,29,2.689655172413793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
136,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.007028027943776,0.9848514466968264,109,3.2293577981651382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",2.0069270833333333,0.9810460857907911,120,3.4125,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
138,1924,Plan 9 from Outer Space (1959),2.005163507688955,1.2205195633977057,2218,2.615419296663661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
139,164163,Twitches (2005),2.0017146776406034,1.1056202480545496,54,3.3703703703703702,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
140,162356,Sniper: Ghost Shooter (2016),2.0016000000000003,0.949602959954258,25,3.22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,70661,Tyler Perry's Meet the Browns (2008),1.9985207100591715,1.0573652188912521,26,3.0384615384615383,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
142,143515,Eisenstein in Guanajuato (2015),1.9979338842975205,1.064501995642733,22,3.0454545454545454,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
143,44187,"Prince & Me II: The Royal Wedding, The (2006)",1.9964980074870184,1.182276674670343,91,2.527472527472528,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
144,106879,Fright Night 2: New Blood (2013),1.993055555555556,1.181170290686933,24,2.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,4163,Carman: The Champion (2001),1.991599707815924,1.2532360870218846,37,2.0405405405405403,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,146018,The Elder Son (1975),1.9907525510204085,0.9273751673077033,28,3.4821428571428568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,834,Phat Beach (1996),1.9859995773457315,1.1449330498606018,182,2.6346153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,97390,Marley & Me: The Puppy Years (2011),1.9852071005917158,1.210935969356112,26,2.730769230769231,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,5774,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),1.9846913580246919,1.3023425517087661,45,2.2555555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
150,1115,Sleepover (1995),1.9811753902662992,1.0507811492942838,33,2.9393939393939394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,115244,Mine Games (2012),1.9795918367346936,0.9891591974840376,21,2.8571428571428568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
152,80141,"Christmas Toy, The (1986)",1.977430555555556,1.2444793092542616,24,2.708333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153,78772,"Twilight Saga: Eclipse, The (2010)",1.9717572039526068,1.177708523424716,2867,2.3775723753051965,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
154,855,Every Other Weekend (Un week-end sur deux) (1990),1.9677734375,1.1009494335964058,32,2.71875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,821,"Crude Oasis, The (1995)",1.9673295454545447,1.078404861265601,44,2.875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
156,165395,Legally Blonde: The Musical (2007),1.963579604578564,1.0471855983473608,31,3.0645161290322585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,42053,Dirty Love (2005),1.9630190311418685,1.2988655232182098,68,2.014705882352941,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
158,3228,Wirey Spindell (2000),1.961875,1.2835426033989306,20,2.025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6511,Jesus (1979),1.9604238754325256,0.8932215793073116,34,3.632352941176471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,69280,"Clique, The (2008)",1.9591836734693882,1.0780956355811913,28,2.9285714285714284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,26290,Executive Action (1973),1.9586776859504127,0.9610768369401053,22,3.136363636363636,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
162,147186,How the Lion Cub and the Turtle Sang a Song (1974),1.9554102259215225,1.1587062855342518,29,3.310344827586207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
